prefix;runID;tick;strategistID;p1;p2;p3;actionExecuted;actualProfit;predictedProfit;level;planningHorizon
null;1;694.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;700.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;705.0;0;0.25;0.31;0.44;RT1;0.0;0.0;2;50.0;
null;1;706.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;712.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;718.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;724.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;730.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;736.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;740.0;0;0.25;0.31;0.44;RT2;0.0;0.0;2;50.0;
null;1;742.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;748.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;754.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;757.0;0;0.25;0.31;0.44;RT1;0.0;0.0;2;50.0;
null;1;760.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;766.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;772.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;778.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;784.0;1;0.07;0.4;0.53;BT3;0.0;0.0;2;50.0;
null;1;790.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;792.0;0;0.25;0.31;0.44;RT2;0.0;0.0;2;50.0;
null;1;796.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;802.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;808.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;814.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;820.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;826.0;0;0.25;0.31;0.44;RT3;0.0;0.0;2;50.0;
null;1;826.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;832.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;838.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;844.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;850.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;856.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;861.0;0;0.25;0.31;0.44;RT2;0.0;0.0;2;50.0;
null;1;862.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;868.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;874.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;878.0;0;0.25;0.31;0.44;RT1;0.0;0.0;2;50.0;
null;1;880.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;886.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;892.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;898.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;904.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;910.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;912.0;0;0.25;0.31;0.44;RT3;0.0;0.0;2;50.0;
null;1;916.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;922.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;928.0;1;0.07;0.4;0.53;BT3;0.0;0.0;2;50.0;
null;1;929.0;0;0.25;0.31;0.44;RT1;0.0;0.0;2;50.0;
null;1;934.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;940.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;946.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;952.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;958.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;963.0;0;0.25;0.31;0.44;RT3;0.0;0.0;2;50.0;
null;1;964.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;970.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;976.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;982.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;988.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
null;1;994.0;1;0.07;0.4;0.53;BT1;0.0;0.0;2;50.0;
null;1;997.0;0;0.25;0.31;0.44;RT3;0.0;0.0;2;50.0;
null;1;1000.0;1;0.07;0.4;0.53;BT2;0.0;0.0;2;50.0;
prefix;runID;tick;strategistID;p1;p2;p3;actionExecuted;actualProfit;predictedProfit;level;planningHorizon
null;1;0.0;0;0.54;0.13;0.33;;0.0;0.0;2;50.0;
null;1;0.0;1;0.04;0.76;0.2;;0.0;0.0;2;50.0;
null;1;14.0;1;0.04;0.76;0.2;BT2;0.0;0.0;2;50.0;
null;1;29.0;1;0.1;0.51;0.39;BT3;0.0;0.0;2;50.0;
null;1;41.0;1;0.1;0.51;0.39;BT1;0.0;0.0;2;50.0;
null;1;47.0;1;0.1;0.51;0.39;BT1;0.0;0.0;2;50.0;
null;1;53.0;1;0.1;0.51;0.39;BT2;0.0;0.0;2;50.0;
null;1;59.0;1;0.1;0.51;0.39;BT3;0.0;0.0;2;50.0;
null;1;65.0;1;0.1;0.51;0.39;BT1;0.0;0.0;2;50.0;
null;1;71.0;1;0.22;0.67;0.11;BT2;0.0;0.0;2;50.0;
null;1;77.0;1;0.22;0.67;0.11;BT2;0.0;0.0;2;50.0;
null;1;83.0;1;0.22;0.67;0.11;BT1;0.0;0.0;2;50.0;
null;1;89.0;1;0.22;0.67;0.11;BT2;0.0;0.0;2;50.0;
null;1;95.0;1;0.22;0.67;0.11;BT2;0.0;0.0;2;50.0;
null;1;101.0;1;0.22;0.67;0.11;BT2;0.0;0.0;2;50.0;
null;1;103.0;0;0.54;0.13;0.33;RT2;0.0;0.0;2;50.0;
null;1;107.0;1;0.22;0.67;0.11;BT2;0.0;0.0;2;50.0;
null;1;113.0;1;0.22;0.67;0.11;BT2;0.0;0.0;2;50.0;
null;1;119.0;1;0.22;0.67;0.11;BT3;0.0;0.0;2;50.0;
null;1;125.0;1;0.08;0.68;0.25;BT2;0.0;0.0;2;50.0;
null;1;131.0;1;0.08;0.68;0.25;BT1;0.0;0.0;2;50.0;
null;1;137.0;1;0.08;0.68;0.25;BT2;0.0;0.0;2;50.0;
null;1;137.0;0;0.37;0.33;0.31;RT2;0.0;0.0;2;50.0;
null;1;143.0;1;0.08;0.68;0.25;BT2;0.0;0.0;2;50.0;
null;1;149.0;1;0.08;0.68;0.25;BT2;0.0;0.0;2;50.0;
null;1;155.0;1;0.08;0.68;0.25;BT2;0.0;0.0;2;50.0;
null;1;161.0;1;0.08;0.68;0.25;BT1;0.0;0.0;2;50.0;
null;1;167.0;1;0.08;0.68;0.25;BT1;0.0;0.0;2;50.0;
null;1;171.0;0;0.37;0.33;0.31;RT2;0.0;0.0;2;50.0;
null;1;173.0;1;0.08;0.68;0.25;BT2;0.0;0.0;2;50.0;
null;1;179.0;1;0.35;0.31;0.34;BT2;0.0;0.0;2;50.0;
null;1;185.0;1;0.35;0.31;0.34;BT3;0.0;0.0;2;50.0;
null;1;191.0;1;0.35;0.31;0.34;BT3;0.0;0.0;2;50.0;
null;1;197.0;1;0.35;0.31;0.34;BT1;0.0;0.0;2;50.0;
null;1;200.0;0;0.33;0.67;0.0;RT1;0.0;0.0;2;50.0;
null;1;203.0;1;0.35;0.31;0.34;BT1;0.0;0.0;2;50.0;
null;1;209.0;1;0.35;0.31;0.34;BT1;0.0;0.0;2;50.0;
null;1;215.0;1;0.35;0.31;0.34;BT1;0.0;0.0;2;50.0;
null;1;221.0;1;0.35;0.31;0.34;BT1;0.0;0.0;2;50.0;
null;1;227.0;1;0.35;0.31;0.34;BT1;0.0;0.0;2;50.0;
null;1;233.0;1;0.3;0.44;0.27;BT3;0.0;0.0;2;50.0;
null;1;234.0;0;0.33;0.67;0.0;RT2;0.0;0.0;2;50.0;
null;1;239.0;1;0.3;0.44;0.27;BT2;0.0;0.0;2;50.0;
null;1;245.0;1;0.3;0.44;0.27;BT2;0.0;0.0;2;50.0;
null;1;251.0;1;0.3;0.44;0.27;BT1;0.0;0.0;2;50.0;
null;1;257.0;1;0.3;0.44;0.27;BT1;0.0;0.0;2;50.0;
null;1;263.0;1;0.3;0.44;0.27;BT3;0.0;0.0;2;50.0;
null;1;268.0;0;0.42;0.44;0.15;RT2;0.0;0.0;2;50.0;
null;1;269.0;1;0.3;0.44;0.27;BT2;0.0;0.0;2;50.0;
null;1;275.0;1;0.3;0.44;0.27;BT1;0.0;0.0;2;50.0;
null;1;281.0;1;0.3;0.44;0.27;BT3;0.0;0.0;2;50.0;
null;1;284.0;0;0.42;0.44;0.15;RT1;0.0;0.0;2;50.0;
null;1;287.0;1;0.2;0.12;0.68;BT1;0.0;0.0;2;50.0;
null;1;293.0;1;0.2;0.12;0.68;BT1;0.0;0.0;2;50.0;
null;1;299.0;1;0.2;0.12;0.68;BT1;0.0;0.0;2;50.0;
null;1;305.0;1;0.2;0.12;0.68;BT3;0.0;0.0;2;50.0;
null;1;311.0;1;0.2;0.12;0.68;BT3;0.0;0.0;2;50.0;
null;1;317.0;1;0.2;0.12;0.68;BT1;0.0;0.0;2;50.0;
null;1;323.0;1;0.2;0.12;0.68;BT3;0.0;0.0;2;50.0;
null;1;323.0;0;0.42;0.44;0.15;RT3;0.0;0.0;2;50.0;
null;1;329.0;1;0.2;0.12;0.68;BT3;0.0;0.0;2;50.0;
null;1;335.0;1;0.2;0.12;0.68;BT1;0.0;0.0;2;50.0;
null;1;341.0;1;0.48;0.0;0.52;BT1;0.0;0.0;2;50.0;
null;1;347.0;1;0.48;0.0;0.52;BT3;0.0;0.0;2;50.0;
null;1;353.0;1;0.48;0.0;0.52;BT1;0.0;0.0;2;50.0;
null;1;356.0;0;0.58;0.11;0.31;RT3;0.0;0.0;2;50.0;
null;1;359.0;1;0.48;0.0;0.52;BT1;0.0;0.0;2;50.0;
null;1;365.0;1;0.48;0.0;0.52;BT3;0.0;0.0;2;50.0;
null;1;371.0;1;0.48;0.0;0.52;BT3;0.0;0.0;2;50.0;
null;1;377.0;1;0.48;0.0;0.52;BT1;0.0;0.0;2;50.0;
null;1;383.0;1;0.48;0.0;0.52;BT1;0.0;0.0;2;50.0;
null;1;389.0;1;0.48;0.0;0.52;BT1;0.0;0.0;2;50.0;
null;1;390.0;0;0.58;0.11;0.31;RT2;0.0;0.0;2;50.0;
null;1;395.0;1;0.38;0.2;0.43;BT3;0.0;0.0;2;50.0;
null;1;401.0;1;0.38;0.2;0.43;BT1;0.0;0.0;2;50.0;
null;1;406.0;0;0.36;0.34;0.3;RT1;0.0;0.0;2;50.0;
null;1;407.0;1;0.38;0.2;0.43;BT2;0.0;0.0;2;50.0;
null;1;413.0;1;0.38;0.2;0.43;BT1;0.0;0.0;2;50.0;
null;1;419.0;1;0.38;0.2;0.43;BT3;0.0;0.0;2;50.0;
null;1;425.0;1;0.38;0.2;0.43;BT2;0.0;0.0;2;50.0;
null;1;431.0;1;0.38;0.2;0.43;BT1;0.0;0.0;2;50.0;
null;1;437.0;1;0.38;0.2;0.43;BT1;0.0;0.0;2;50.0;
null;1;440.0;0;0.36;0.34;0.3;RT2;0.0;0.0;2;50.0;
null;1;443.0;1;0.38;0.2;0.43;BT3;0.0;0.0;2;50.0;
null;1;449.0;1;0.36;0.42;0.23;BT2;0.0;0.0;2;50.0;
null;1;455.0;1;0.36;0.42;0.23;BT2;0.0;0.0;2;50.0;
null;1;456.0;0;0.36;0.34;0.3;RT1;0.0;0.0;2;50.0;
null;1;461.0;1;0.36;0.42;0.23;BT3;0.0;0.0;2;50.0;
null;1;467.0;1;0.36;0.42;0.23;BT3;0.0;0.0;2;50.0;
null;1;473.0;1;0.36;0.42;0.23;BT2;0.0;0.0;2;50.0;
null;1;479.0;1;0.36;0.42;0.23;BT1;0.0;0.0;2;50.0;
null;1;485.0;1;0.36;0.42;0.23;BT2;0.0;0.0;2;50.0;
null;1;489.0;0;0.2;0.06;0.74;RT3;0.0;0.0;2;50.0;
null;1;491.0;1;0.36;0.42;0.23;BT2;0.0;0.0;2;50.0;
null;1;497.0;1;0.36;0.42;0.23;BT2;0.0;0.0;2;50.0;
null;1;503.0;1;0.09;0.27;0.64;BT1;0.0;0.0;2;50.0;
null;1;509.0;1;0.09;0.27;0.64;BT2;0.0;0.0;2;50.0;
null;1;515.0;1;0.09;0.27;0.64;BT1;0.0;0.0;2;50.0;
null;1;521.0;1;0.09;0.27;0.64;BT3;0.0;0.0;2;50.0;
null;1;522.0;0;0.2;0.06;0.74;RT3;0.0;0.0;2;50.0;
null;1;527.0;1;0.09;0.27;0.64;BT2;0.0;0.0;2;50.0;
null;1;533.0;1;0.09;0.27;0.64;BT2;0.0;0.0;2;50.0;
null;1;539.0;1;0.09;0.27;0.64;BT1;0.0;0.0;2;50.0;
null;1;545.0;1;0.09;0.27;0.64;BT2;0.0;0.0;2;50.0;
null;1;551.0;1;0.09;0.27;0.64;BT1;0.0;0.0;2;50.0;
null;1;555.0;0;0.48;0.35;0.18;RT3;0.0;0.0;2;50.0;
null;1;557.0;1;0.14;0.43;0.43;BT1;0.0;0.0;2;50.0;
null;1;563.0;1;0.14;0.43;0.43;BT1;0.0;0.0;2;50.0;
null;1;569.0;1;0.14;0.43;0.43;BT1;0.0;0.0;2;50.0;
null;1;575.0;1;0.14;0.43;0.43;BT1;0.0;0.0;2;50.0;
null;1;581.0;1;0.14;0.43;0.43;BT1;0.0;0.0;2;50.0;
null;1;587.0;1;0.14;0.43;0.43;BT1;0.0;0.0;2;50.0;
null;1;589.0;0;0.48;0.35;0.18;RT2;0.0;0.0;2;50.0;
null;1;593.0;1;0.14;0.43;0.43;BT2;0.0;0.0;2;50.0;
null;1;599.0;1;0.14;0.43;0.43;BT3;0.0;0.0;2;50.0;
null;1;605.0;1;0.14;0.43;0.43;BT1;0.0;0.0;2;50.0;
null;1;611.0;1;0.04;0.62;0.34;BT2;0.0;0.0;2;50.0;
null;1;617.0;1;0.04;0.62;0.34;BT2;0.0;0.0;2;50.0;
null;1;623.0;1;0.04;0.62;0.34;BT2;0.0;0.0;2;50.0;
null;1;623.0;0;0.37;0.24;0.39;RT2;0.0;0.0;2;50.0;
null;1;629.0;1;0.04;0.62;0.34;BT2;0.0;0.0;2;50.0;
null;1;635.0;1;0.04;0.62;0.34;BT2;0.0;0.0;2;50.0;
null;1;639.0;0;0.37;0.24;0.39;RT1;0.0;0.0;2;50.0;
null;1;641.0;1;0.04;0.62;0.34;BT2;0.0;0.0;2;50.0;
null;1;647.0;1;0.04;0.62;0.34;BT1;0.0;0.0;2;50.0;
null;1;653.0;1;0.04;0.62;0.34;BT2;0.0;0.0;2;50.0;
null;1;659.0;1;0.04;0.62;0.34;BT1;0.0;0.0;2;50.0;
null;1;665.0;1;0.24;0.36;0.39;BT2;0.0;0.0;2;50.0;
null;1;671.0;1;0.24;0.36;0.39;BT2;0.0;0.0;2;50.0;
null;1;673.0;0;0.37;0.24;0.39;RT2;0.0;0.0;2;50.0;
null;1;677.0;1;0.24;0.36;0.39;BT3;0.0;0.0;2;50.0;
null;1;683.0;1;0.24;0.36;0.39;BT2;0.0;0.0;2;50.0;
null;1;689.0;1;0.24;0.36;0.39;BT3;0.0;0.0;2;50.0;
null;1;695.0;1;0.24;0.36;0.39;BT2;0.0;0.0;2;50.0;
null;1;701.0;1;0.24;0.36;0.39;BT3;0.0;0.0;2;50.0;
null;1;706.0;0;0.31;0.48;0.21;RT3;0.0;0.0;2;50.0;
null;1;707.0;1;0.24;0.36;0.39;BT3;0.0;0.0;2;50.0;
null;1;713.0;1;0.24;0.36;0.39;BT1;0.0;0.0;2;50.0;
null;1;719.0;1;0.01;0.49;0.49;BT1;0.0;0.0;2;50.0;
null;1;722.0;0;0.31;0.48;0.21;RT1;0.0;0.0;2;50.0;
null;1;725.0;1;0.01;0.49;0.49;BT1;0.0;0.0;2;50.0;
null;1;731.0;1;0.01;0.49;0.49;BT1;0.0;0.0;2;50.0;
null;1;737.0;1;0.01;0.49;0.49;BT2;0.0;0.0;2;50.0;
null;1;743.0;1;0.01;0.49;0.49;BT1;0.0;0.0;2;50.0;
null;1;749.0;1;0.01;0.49;0.49;BT2;0.0;0.0;2;50.0;
null;1;755.0;1;0.01;0.49;0.49;BT1;0.0;0.0;2;50.0;
null;1;756.0;0;0.31;0.48;0.21;RT2;0.0;0.0;2;50.0;
null;1;761.0;1;0.01;0.49;0.49;BT1;0.0;0.0;2;50.0;
null;1;767.0;1;0.01;0.49;0.49;BT2;0.0;0.0;2;50.0;
null;1;772.0;0;0.06;0.68;0.26;RT1;0.0;0.0;2;50.0;
null;1;773.0;1;0.29;0.35;0.36;BT1;0.0;0.0;2;50.0;
null;1;779.0;1;0.29;0.35;0.36;BT2;0.0;0.0;2;50.0;
null;1;785.0;1;0.29;0.35;0.36;BT1;0.0;0.0;2;50.0;
null;1;788.0;0;0.06;0.68;0.26;RT1;0.0;0.0;2;50.0;
null;1;791.0;1;0.29;0.35;0.36;BT1;0.0;0.0;2;50.0;
null;1;797.0;1;0.29;0.35;0.36;BT2;0.0;0.0;2;50.0;
null;1;803.0;1;0.29;0.35;0.36;BT3;0.0;0.0;2;50.0;
null;1;804.0;0;0.06;0.68;0.26;RT1;0.0;0.0;2;50.0;
null;1;809.0;1;0.29;0.35;0.36;BT2;0.0;0.0;2;50.0;
null;1;815.0;1;0.29;0.35;0.36;BT3;0.0;0.0;2;50.0;
null;1;820.0;0;0.06;0.68;0.26;RT1;0.0;0.0;2;50.0;
null;1;821.0;1;0.29;0.35;0.36;BT1;0.0;0.0;2;50.0;
null;1;827.0;1;0.32;0.39;0.29;BT3;0.0;0.0;2;50.0;
null;1;833.0;1;0.32;0.39;0.29;BT3;0.0;0.0;2;50.0;
null;1;836.0;0;0.27;0.3;0.43;RT1;0.0;0.0;2;50.0;
null;1;839.0;1;0.32;0.39;0.29;BT2;0.0;0.0;2;50.0;
null;1;845.0;1;0.32;0.39;0.29;BT2;0.0;0.0;2;50.0;
null;1;851.0;1;0.32;0.39;0.29;BT2;0.0;0.0;2;50.0;
null;1;857.0;1;0.32;0.39;0.29;BT1;0.0;0.0;2;50.0;
null;1;863.0;1;0.32;0.39;0.29;BT2;0.0;0.0;2;50.0;
null;1;869.0;0;0.27;0.3;0.43;RT3;0.0;0.0;2;50.0;
null;1;869.0;1;0.32;0.39;0.29;BT2;0.0;0.0;2;50.0;
null;1;875.0;1;0.32;0.39;0.29;BT3;0.0;0.0;2;50.0;
null;1;881.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;887.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;893.0;1;0.02;0.32;0.66;BT2;0.0;0.0;2;50.0;
null;1;899.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;903.0;0;0.27;0.3;0.43;RT2;0.0;0.0;2;50.0;
null;1;905.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;911.0;1;0.02;0.32;0.66;BT2;0.0;0.0;2;50.0;
null;1;917.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;919.0;0;0.21;0.38;0.42;RT1;0.0;0.0;2;50.0;
null;1;923.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;929.0;1;0.02;0.32;0.66;BT2;0.0;0.0;2;50.0;
null;1;935.0;1;0.37;0.3;0.33;BT2;0.0;0.0;2;50.0;
null;1;941.0;1;0.37;0.3;0.33;BT1;0.0;0.0;2;50.0;
null;1;947.0;1;0.37;0.3;0.33;BT2;0.0;0.0;2;50.0;
null;1;952.0;0;0.21;0.38;0.42;RT3;0.0;0.0;2;50.0;
null;1;953.0;1;0.37;0.3;0.33;BT3;0.0;0.0;2;50.0;
null;1;959.0;1;0.37;0.3;0.33;BT2;0.0;0.0;2;50.0;
null;1;965.0;1;0.37;0.3;0.33;BT1;0.0;0.0;2;50.0;
null;1;971.0;1;0.37;0.3;0.33;BT1;0.0;0.0;2;50.0;
null;1;977.0;1;0.37;0.3;0.33;BT3;0.0;0.0;2;50.0;
null;1;983.0;1;0.37;0.3;0.33;BT3;0.0;0.0;2;50.0;
null;1;985.0;0;0.21;0.38;0.42;RT3;0.0;0.0;2;50.0;
null;1;989.0;1;0.35;0.45;0.21;BT2;0.0;0.0;2;50.0;
null;1;995.0;1;0.35;0.45;0.21;BT2;0.0;0.0;2;50.0;
prefix;runID;tick;strategistID;p1;p2;p3;actionExecuted;actualProfit;predictedProfit;level;planningHorizon
null;1;0.0;1;0.53;0.25;0.22;;0.0;0.0;2;50.0;
null;1;0.0;0;0.13;0.53;0.34;;0.0;0.0;2;50.0;
null;1;12.0;1;0.53;0.25;0.22;BT2;0.0;0.0;2;50.0;
null;1;24.0;1;0.08;0.38;0.54;BT1;0.0;0.0;2;50.0;
null;1;36.0;1;0.08;0.38;0.54;BT3;0.0;0.0;2;50.0;
null;1;42.0;1;0.08;0.38;0.54;BT3;0.0;0.0;2;50.0;
null;1;48.0;1;0.08;0.38;0.54;BT3;0.0;0.0;2;50.0;
null;1;54.0;1;0.08;0.38;0.54;BT1;0.0;0.0;2;50.0;
null;1;60.0;1;0.08;0.38;0.54;BT1;0.0;0.0;2;50.0;
null;1;66.0;1;0.08;0.38;0.54;BT1;0.0;0.0;2;50.0;
null;1;72.0;1;0.41;0.5;0.09;BT3;0.0;0.0;2;50.0;
null;1;78.0;1;0.41;0.5;0.09;BT2;0.0;0.0;2;50.0;
null;1;84.0;1;0.41;0.5;0.09;BT3;0.0;0.0;2;50.0;
null;1;90.0;1;0.41;0.5;0.09;BT3;0.0;0.0;2;50.0;
null;1;93.0;0;0.13;0.53;0.34;RT3;0.0;0.0;2;50.0;
null;1;96.0;1;0.41;0.5;0.09;BT1;0.0;0.0;2;50.0;
null;1;102.0;1;0.41;0.5;0.09;BT2;0.0;0.0;2;50.0;
null;1;108.0;1;0.41;0.5;0.09;BT2;0.0;0.0;2;50.0;
null;1;114.0;1;0.41;0.5;0.09;BT3;0.0;0.0;2;50.0;
null;1;120.0;1;0.41;0.5;0.09;BT3;0.0;0.0;2;50.0;
null;1;122.0;0;0.19;0.77;0.04;RT1;0.0;0.0;2;50.0;
null;1;126.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;132.0;1;0.02;0.32;0.66;BT3;0.0;0.0;2;50.0;
null;1;138.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;144.0;1;0.02;0.32;0.66;BT3;0.0;0.0;2;50.0;
null;1;150.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;155.0;0;0.19;0.77;0.04;RT3;0.0;0.0;2;50.0;
null;1;156.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;162.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;168.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;174.0;1;0.02;0.32;0.66;BT1;0.0;0.0;2;50.0;
null;1;180.0;1;0.37;0.39;0.24;BT3;0.0;0.0;2;50.0;
null;1;186.0;1;0.37;0.39;0.24;BT1;0.0;0.0;2;50.0;
null;1;192.0;1;0.37;0.39;0.24;BT1;0.0;0.0;2;50.0;
null;1;198.0;1;0.37;0.39;0.24;BT1;0.0;0.0;2;50.0;
null;1;202.0;0;0.34;0.32;0.34;RT2;0.0;0.0;2;50.0;
null;1;204.0;1;0.37;0.39;0.24;BT1;0.0;0.0;2;50.0;
null;1;210.0;1;0.37;0.39;0.24;BT2;0.0;0.0;2;50.0;
null;1;216.0;1;0.37;0.39;0.24;BT2;0.0;0.0;2;50.0;
null;1;219.0;0;0.34;0.32;0.34;RT1;0.0;0.0;2;50.0;
null;1;222.0;1;0.37;0.39;0.24;BT3;0.0;0.0;2;50.0;
null;1;228.0;1;0.37;0.39;0.24;BT3;0.0;0.0;2;50.0;
null;1;234.0;1;0.16;0.48;0.35;BT1;0.0;0.0;2;50.0;
null;1;240.0;1;0.16;0.48;0.35;BT3;0.0;0.0;2;50.0;
null;1;246.0;1;0.16;0.48;0.35;BT1;0.0;0.0;2;50.0;
null;1;252.0;1;0.16;0.48;0.35;BT1;0.0;0.0;2;50.0;
null;1;254.0;0;0.29;0.64;0.07;RT2;0.0;0.0;2;50.0;
null;1;258.0;1;0.16;0.48;0.35;BT3;0.0;0.0;2;50.0;
null;1;264.0;1;0.16;0.48;0.35;BT1;0.0;0.0;2;50.0;
null;1;270.0;1;0.16;0.48;0.35;BT3;0.0;0.0;2;50.0;
null;1;271.0;0;0.29;0.64;0.07;RT1;0.0;0.0;2;50.0;
null;1;276.0;1;0.16;0.48;0.35;BT1;0.0;0.0;2;50.0;
null;1;282.0;1;0.16;0.48;0.35;BT2;0.0;0.0;2;50.0;
null;1;288.0;1;0.09;0.49;0.42;BT1;0.0;0.0;2;50.0;
null;1;294.0;1;0.09;0.49;0.42;BT1;0.0;0.0;2;50.0;
null;1;300.0;1;0.09;0.49;0.42;BT3;0.0;0.0;2;50.0;
null;1;306.0;0;0.11;0.4;0.5;RT2;0.0;0.0;2;50.0;
null;1;306.0;1;0.09;0.49;0.42;BT1;0.0;0.0;2;50.0;
null;1;312.0;1;0.09;0.49;0.42;BT1;0.0;0.0;2;50.0;
null;1;318.0;1;0.09;0.49;0.42;BT3;0.0;0.0;2;50.0;
null;1;324.0;1;0.09;0.49;0.42;BT1;0.0;0.0;2;50.0;
null;1;330.0;1;0.09;0.49;0.42;BT3;0.0;0.0;2;50.0;
null;1;336.0;1;0.09;0.49;0.42;BT1;0.0;0.0;2;50.0;
null;1;339.0;0;0.11;0.4;0.5;RT3;0.0;0.0;2;50.0;
null;1;342.0;1;0.13;0.39;0.48;BT1;0.0;0.0;2;50.0;
null;1;348.0;1;0.13;0.39;0.48;BT1;0.0;0.0;2;50.0;
null;1;354.0;1;0.13;0.39;0.48;BT3;0.0;0.0;2;50.0;
null;1;360.0;1;0.13;0.39;0.48;BT1;0.0;0.0;2;50.0;
null;1;366.0;1;0.13;0.39;0.48;BT3;0.0;0.0;2;50.0;
null;1;372.0;1;0.13;0.39;0.48;BT1;0.0;0.0;2;50.0;
null;1;374.0;0;0.06;0.29;0.65;RT2;0.0;0.0;2;50.0;
null;1;378.0;1;0.13;0.39;0.48;BT1;0.0;0.0;2;50.0;
null;1;384.0;1;0.13;0.39;0.48;BT2;0.0;0.0;2;50.0;
null;1;390.0;1;0.13;0.39;0.48;BT1;0.0;0.0;2;50.0;
null;1;396.0;1;0.27;0.33;0.4;BT3;0.0;0.0;2;50.0;
null;1;402.0;1;0.27;0.33;0.4;BT3;0.0;0.0;2;50.0;
null;1;408.0;1;0.27;0.33;0.4;BT1;0.0;0.0;2;50.0;
